OBJECTID,IDESTACION,FECHAACTUAL,MODO,CODIGOESTACION,DENOMINACION,OBSERVACIONES,SITUACION,CODIGOCTMESTACIONREDMETRO,CODIGOEMPRESA,DENOMINACIONABREVIADA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,TIPO,CODIGOPROVINCIA,CODIGOMUNICIPIO,CODIGOENTIDAD,CODIGONUCLEO,CODIGOVIA,TIPOVIA,PARTICULA,NOMBREVIA,TIPONUMERO,NUMEROPORTAL,CALIFICADORPORTAL,CARRETERA,CODIGOPOSTAL,DISTRITO,SECCIONCENSAL,BARRIO,TESELA,SECTORURBANO,SECTOR,CORREDOR,CORONATARIFARIA,CORONA123,ZONATRANSPORTE,ENCUESTADOMICILIARIA,ENCUESTAAFOROS,HOJA25000,ACONDICIONAMIENTOVIAJEROS,ACONDICIONAMIENTOVEHICULOS,FECHAALTA,FECHAINICIO,FECHAFIN,X,Y,GRADOACCESIBILIDAD,SITUACIONCALLE,DENOMINACION_SAE,INTERURBANOS_CODIGOEMT_CRTM,INTERURBANOS_CODIGOEMT_EMPRESA,LINEAS
3784,6_2954,20190912,6,2954,CTRA.CCHEL A VILLAVERDE-PTE.ALCOCER,,S,,3217,Ctra. Cchel. a Villaverde (Pte Alcocer),93,46,U,28,079,07901,0790101,11327,Ctra,de,Carabanchel a Villaverde,N,109,,,28021,17,099,171,T07915929,0790101842,,4,A,2,079-17-473,473,,559-3,2,3,20010709,19861001,,440134,4467057,T,,,,,131
3785,6_2955,20190912,6,2955,CTRA.CCHEL A VILLAVERDE-PTE.ALCOCER,,S,,3218,Ctra. Cchel. a Villaverde (Pte Alcocer),93,46,U,28,079,07901,0790101,11327,Ctra,de,Carabanchel a Villaverde,N,109,,,28041,17,029,171,T07915966,,,4,A,1,079-17-473,473,,559-3,2,3,20010709,19861001,,440147,4467077,T,,,,,131
3786,6_5532,20190912,6,5532,CERRO NEGRO-AV.CIUDAD DE BARCELONA,,S,,3662,,92,51,U,28,079,07901,0790101,01321,Calle,del,Cerro Negro,N,1,,,28007,03,026,032,T07911416,,,3,A,1,079-03-064,64,,559-4,2,3,20061107,20061018,,443248,4472406,T,,,,,148
3787,6_469,20190912,6,469,AV.CDAD.BARCELONA-M30,,S,,2058,"Av. Ciudad de Barcelona, 222",92,51,U,28,079,07901,0790101,01357,Avda,de la,Ciudad de Barcelona,N,224,,,28007,03,026,032,T07911312,0790101713,3,3,A,1,079-03-064,64,,559-4,2,3,20010709,19861001,,443245,4472428,T,,,,,"8, 10, 24, 37, 54, 56, 57, 136, 141, 310, N10, N25"
3788,6_1213,20190912,6,1213,TOLEDO-LA PALOMA,,S,,4780,Toledo  con  Capitán Salazar Martínez,93,55,U,28,079,07901,0790101,06039,Calle,de,Toledo,N,125,,,28005,01,022,012,T07910215,,,5,A,1,079-01-022,22,,559-3,2,3,20010709,19861001,,439763,4473425,T,,,,,"17, 18, 23, 35"
3789,6_1401,20190912,6,1401,RONDA DE TOLEDO-GTA.EMBAJADORES,Frente al nº 40,S,,2355,"Ronda de Toledo, 11",92,10,U,28,079,07901,0790101,06041,Ronda,de,Toledo,N,40,,,28005,01,039,012,T07910286,0790101565,1,5,A,1,079-01-022,22,,559-3,2,3,20010709,19861001,,440394,4473193,T,,,,,"41, 60, 148, C1"
3790,6_2866,20190912,6,2866,GINZO DE LIMIA-FERMIN CABALLERO,,S,,1665,"Ginzo de Limia, 47",93,227,U,28,079,07901,0790101,09113,Calle,de,Ginzo de Limia,N,47,,,28034,08,034,084,T0791335,0790101974,,7,A,2,079-08-181,181,,559-1,2,3,20010709,19861001,,440209,4481898,T,,,,,127
3791,6_1428,20190912,6,1428,RONDA TOLEDO-GTA.EMBAJADORES,Con Paseo de las Acacias,S,,2356,"Ronda de Valencia, 9",92,10,U,28,079,07901,0790101,06041,Ronda,de,Toledo,N,40,,,28005,02,020,022,T07910531,0790101567,1,4,A,1,079-02-028,28,,559-3,2,3,20010709,19861001,,440387,4473162,T,,,,,"41, 60, 148, C2"
3792,6_3721,20190912,6,3721,FCOS.RODRIGUEZ-FULGENCIO DE MIGUEL,,S,,5524,Francos Rodríguez frente al Nº 10,93,72,U,28,079,07901,0790101,02349,Calle,de,Francos Rodríguez,N,16,,,28039,06,014,061,T0794424,0790101259,,6,A,1,079-06-114,114,,559-1,2,3,20010709,19861001,,440422,4478714,T,,,,,126
3793,6_1927,20190912,6,1927,FCOS.RODRIGUEZ-BRAVO MURILLO,,S,,1599,Francos Rodríguez frente al Nº 4,93,72,U,28,079,07901,0790101,02349,Calle,de,Francos Rodríguez,N,5,,,28039,06,014,061,T0794424,0790101259,,6,A,1,079-06-114,114,,559-1,2,3,20010709,19861001,,440436,4478687,T,,,,,"64, 128"
3794,6_5053,20190912,6,5053,VALENCIA DE DON JUAN-GINZO DE LIMIA,,S,,1636,,93,227,U,28,079,07901,0790101,11022,Calle,de,Valencia de Don Juan,N,2,,,28034,08,037,085,T0791259,,,7,A,1,079-08-185,185,,559-1,2,3,20030523,20030524,,440205,4482038,T,,,,,"67, 133, N23"
3795,6_2002,20190912,6,2002,FERMIN CABALLERO-GINZO DE LIMIA,Frente al nº 54,S,,1614,Fermín Caballero frente al Nº 54,93,227,U,28,079,07901,0790101,10346,Calle,de,Fermín Caballero,N,54,,,28034,08,034,084,T0791335,,,7,A,1,079-08-181,181,,559-1,2,3,20010709,19861001,,440150,4481894,T,,,,,"67, 127, 133"
3796,6_1980,20190912,6,1980,FERMIN CABALLERO-COLEGIO VALDELUZ,,S,,1615,"Fermín Caballero, 62",,,U,28,079,07901,0790101,10346,Calle,de,Fermín Caballero,N,57,,,28034,08,034,084,T0791262,,,7,A,1,079-08-181,181,,559-1,2,3,20010709,19861001,,439991,4481809,T,,,,,"67, 124, 127, 133"
3797,6_1940,20190912,6,1940,VILLAVICIOSA-GALICIA,,S,,2644,Villaviciosa frente al Nº 36,,,U,28,079,07901,0790101,08329,Calle,de,Villaviciosa,N,27,,,28024,10,147,105,T07911460,0790101514,3,5,A,2,079-10-250,250,,559-3,2,3,20010709,19861001,,434713,4472326,T,,,,,65
3798,6_2001,20190912,6,2001,FERMIN CABALLERO-COLEGIO VALDELUZ,,S,,1616,"Fermín Caballero, 57",,,U,28,079,07901,0790101,10346,Calle,de,Fermín Caballero,N,57,,,28034,08,031,084,T0791407,,,7,A,1,079-08-181,181,,559-1,2,3,20010709,19861001,,439997,4481794,T,,,,,"67, 127, 133"
3799,6_710,20190912,6,710,Pº PONTONES-RONDA SEGOVIA,,S,,549,"Pº de los Pontones, 2",93,55,U,28,079,07901,0790101,04877,Paseo,de,Pontones,N,2,,,28005,02,095,021,T07910222,0790101556,,4,A,1,079-02-026,26,,559-3,2,3,20010709,19861001,,439637,4473325,T,,,,,"17, 41"
3800,6_1068,20190912,6,1068,EMILIO MUÑOZ-HNOS.Gª NOBLEJAS,,S,,978,"Emilio Muñoz, 2",93,65,U,28,079,07901,0790101,01941,Calle,de,Emilio Muñoz,N,1,C,,28037,20,001,201,T0797582,0790101482,,2,A,2,079-20-560,560,,559-2,2,3,20010709,19861001,,446535,4475915,T,,,,,28
3801,6_1088,20190912,6,1088,EMILIO MUÑOZ-HNOS.Gª NOBLEJAS,,S,,979,"Emilio Muñoz, 1",93,65,U,28,079,07901,0790101,01941,Calle,de,Emilio Muñoz,N,1,C,,28037,20,100,201,T0797379,0790101445,,2,A,2,079-20-549,549,,559-2,2,3,20010709,19861001,,446525,4475933,T,,,,,28
3802,6_753,20190912,6,753,TOLEDO-PUERTA DE TOLEDO,,S,,593,"Toledo, 131",93,55,U,28,079,07901,0790101,06039,Calle,de,Toledo,N,131,,,28005,02,015,022,T07910397,,,4,A,1,079-02-027,27,,559-3,2,3,20010709,19861001,,439703,4473242,T,,,,,"17, 18, 23, 35, 41, N16, N26"
3803,6_122,20190912,6,122,GRAN VIA SAN FRANCISCO-PTA.TOLEDO,,S,,1884,"Gran Vía de San Francisco, 2",93,55,U,28,079,07901,0790101,10186,Avda,de la,Gran Vía de San Francisco,N,4,,,28005,01,021,011,T07910038,,,5,A,1,079-01-017,17,,559-3,2,3,20010709,19861001,,439677,4473460,T,,,,,"3, 60, N16"
3804,6_709,20190912,6,709,TOLEDO-HUMILLADERO,,S,,547,"Toledo, 84",,,U,28,079,07901,0790101,06039,Calle,de,Toledo,N,82,,,28005,01,021,011,T0799947,0790101976,1,5,A,1,079-01-017,17,,559-3,2,3,20010709,19861001,,439837,4473599,T,,,,,"17, 18, 23, 35, 60, N26"
3805,6_610,20190912,6,610,AV. MEDITERRANEO-ABTAO,,S,,2127,Av. del Mediterráneo frente al Nº 28,,,U,28,079,07901,0790101,03996,Avda,del,Mediterráneo,N,29,,,28007,03,080,036,T07910242,0790101705,1,3,A,1,079-03-057,57,,559-4,2,3,20010709,19861001,,442973,4473374,T,,,,,"14, 32, 63"
3806,6_1193,20190912,6,1193,CRUZ DEL SUR-PERSEO,,S,,2278,"Cruz del Sur, 40",,,U,28,079,07901,0790101,01587,Calle,de la,Cruz del Sur,N,40,,,28007,03,031,033,T07910107,0790101702,1,3,A,1,079-03-058,58,,559-4,2,3,20010709,19861001,,443347,4473437,T,,,,,32
3807,6_3739,20190912,6,3739,DR.ESQUERDO-PZA.CONDE CASAL,,S,,4716,"Doctor Esquerdo, 136",,,U,28,079,07901,0790101,01736,Calle,del,Doctor Esquerdo,N,136,,,28007,03,019,031,T07910342,0790101711,1,3,A,1,079-03-061,61,,559-4,2,3,20010709,19861001,,443184,4473230,T,,,,,"56, 156"
3808,6_1196,20190912,6,1196,ALBERGUE JUVENIL,,S,,2298,Albergue Juvenil,,,U,28,079,07901,0790101,40808,Paseo,del,Robledal,N,SN,,,28011,09,002,091,T0799202,0790101529,5,6,A,1,079-09-223,223,,559-3,2,3,20010709,19861001,,436769,4474157,T,,,,,33
3809,6_1164,20190912,6,1164,Pº. EXTREMADURA-MILAGROSA,,S,,878,"Pº de Extremadura, 125",,,U,28,079,07901,0790101,02110,Paseo,de,Extremadura,N,113,,,28011,10,027,102,T0799656,0790101549,3,5,A,1,079-10-265,265,,559-3,2,3,20010709,19861001,,437724,4473847,T,,,,,"31, 33, 36, 65, N19"
3810,6_1679,20190912,6,1679,MATEO INURRIA-PLAZA DE CASTILLA,,S,,31,Pza. de Castilla S/N con Mateo Inurria,,,U,28,079,07901,0790101,03953,Calle,de,Mateo Inurria,N,1,,,28036,05,087,056,T0792933,0790101119,1,1,A,1,079-05-085,85,,solape,2,3,20010709,19861001,,441754,4479955,T,,,,,"5, 66, 70, 107, 129, 174"
3811,6_6026,20190912,6,6026,AVDA.ROSALES-TANATORIO,,S,,5638,,,,U,28,079,07901,0790101,08221,Avda,de,Los Rosales,N,36,,,28041,12,104,123,T07915397,,,4,A,1,079-12-336,336,,559-4,1,0,20100426,20091222,,441966,4468515,T,,,,,"23, N12"
3812,6_6027,20190912,6,6027,PLAYA DE ZARAUZ-PLAYA DE LA CALETA,,S,,5592,,,,U,28,079,07901,0790101,45918,Calle,de la,Playa de Zarauz,N,18,,,28042,21,028,214,T0792416,,,2,A,1,079-21-576,576,,559-2,1,0,20100426,20091009,,450069,4480643,T,,,,,151
3813,6_3484,20190912,6,3484,MATEO INURRIA-PZA.DE CASTILLA,,S,,30,"Mateo Inurria, 2 frente Canal Isabel II",,,U,28,079,07901,0790101,03953,Calle,de,Mateo Inurria,N,1,,,28036,05,076,055,T0793207,0790101129,1,1,A,1,079-05-089,89,,solape,2,3,20010709,19861001,,441771,4479935,T,,,,,"5, 70, 107, 129"
3814,6_6028,20190912,6,6028,PLAYA DE ZARAUZ-PLAYA DE AMERICA,,S,,5593,,,,U,28,079,07901,0790101,45918,Calle,de la,Playa de Zarauz,N,13,C,,28042,21,028,214,T0792290,0790101230,4,2,A,2,079-21-576,576,,559-2,1,0,20100426,20091009,,450070,4480655,T,,,,,151
3815,6_876,20190912,6,876,GENOVA-PZA.COLON,,S,,5627,"Génova, 26",92,67,U,28,079,07901,0790101,99999,Calle,de,Génova,N,30,,,28046,01,084,014,T0798338,0790101A01,1,5,A,1,079-01-005,5,,559-1,2,3,20010709,19861001,,441469,4475394,T,,,,,"21, 37"
3816,6_232,20190912,6,232,Pº RECOLETOS-BIBLIOTECA NACIONAL,,S,,5626,"Pza. de Colón con Pº Recoletos, 41",92,67,U,28,079,07901,0790101,00985,Paseo,de,Recoletos,N,37,,,28004,01,084,014,T0798295,0790101325,1,5,A,1,079-01-005,5,,559-1,2,3,20010709,19861001,,441490,4475263,T,,,,,"5, 14, 27, 45, 53, 150, N1, N22, N23, N24, N25, N26, SE781"
3817,6_5015,20190912,6,5015,GTA.DE LA MEDUSA,,S,,1289,,,,U,28,079,07901,0790101,03526,Calle,de,Luis de la Mata,N,11,B,,28042,16,001,161,T0795060,0790101435,4,1,A,2,079-16-463,463,,559-2,2,3,20030414,19991001,,448135,4478268,T,,,,,"105, 114, 115"
3818,6_5282,20190912,6,5282,ARCIPRESTE DE HITA-FERNANDO EL CATOLICO,,S,,3047,,90,14,U,28,079,07901,0790101,00532,Calle,del,Arcipreste de Hita,N,3,,,28015,09,028,092,T0796898,0790101304,5,6,A,1,079-07-136,136,,559-1,2,3,20050412,20050414,,439216,4476371,T,,,,,"82, 132"
3819,6_1867,20190912,6,1867,AV.COMPLUTENSE-MEDICINA,,S,,1688,Av. Complutense S/N (Frente a Medicina),92,70,U,28,079,07901,0790101,08012,Avda,a,Complutense,N,1,,,28040,09,033,093,T0795984,0790101253,5,6,A,2,079-09-219,219,,559-1,2,3,20010709,19861001,,438431,4477427,T,,,,,"82, 132, G, N20, U"
3820,6_1866,20190912,6,1866,AV.COMPLUTENSE-CIENCIAS INFORMACION,,S,,1690,Av Complutense  (Ciencias Información),,,U,28,079,07901,0790101,08012,Avda,,Complutense,N,3,,,28040,09,033,093,T0795487,0790101253,5,6,A,2,079-09-219,219,,559-1,2,3,20010709,19861001,,438402,4477660,T,,,,,"82, 132, G, U"
3821,6_34,20190912,6,34,GRAN VIA-SAN BERNARDO,,S,,169,"Gran Vía, 49",91,62,U,28,079,07901,0790101,03097,Calle,,Gran Vía,N,47,,,28013,01,003,011,T0798771,0790101328,1,5,A,1,079-01-012,12,,559-1,2,3,20010709,19861001,,440094,4474939,T,,,,,"1, 2, 46, 74, 146, N18, N19, N20, N21"
3822,6_1178,20190912,6,1178,PICO ARTILLEROS-L.HOYOS SAINZ,,S,,3560,Pico Artilleros frente al Nº 27,93,144,U,28,079,07901,,04742,Calle,del,Pico de los Artilleros,N,84,,,28030,14,075,146,T07910287,,,3,A,2,079-14-384,384,,,2,3,20010709,19861001,,445845,4473240,T,,,,,32
3823,6_1057,20190912,6,1057,O´DONNELL-SALIENTE,,S,,950,O Donnell S/N con C/ Saliente,,,U,28,079,07901,0790101,05331,Calle,de,Saliente,N,2,,,28007,03,046,033,T0798866,,,3,A,1,079-03-051,51,,559-2,2,3,20010709,19861001,,443605,4474828,T,,,,,"28, 71"
3824,6_1064,20190912,6,1064,AV.POBLADOS-AV.CARABANCHEL BAJO,Calle de Carabanchel Bajo,S,,2461,Av los Poblados con Av Carabanchel Bajo,,,U,28,079,07901,0790101,04863,Avda,de los,Poblados,SN,SN,,,28044,11,137,115,T07914038,,3,4,A,2,079-11-300,300,,,2,3,20010709,19861001,,436704,4469855,T,,,,,"47, 121, 131"
3825,6_1069,20190912,6,1069,EMILIO MUÑOZ-STA.LEONOR,Frente al nº 21,S,,980,Emilio Muñoz frente al Nº 21,,,U,28,079,07901,0790101,01941,Calle,de,Emilio Muñoz,SN,SN,,,28037,20,001,201,T0796568,,4,2,A,2,079-20-560,560,,,2,3,20010709,19861001,,446809,4476066,T,,,,,28
3826,6_584,20190912,6,584,RIOS ROSAS-MODESTO LAFUENTE,Frente al nº 54,S,,796,"Rios Rosas, 57",,,U,28,079,07901,0790101,05201,Calle,de,Ríos Rosas,SN,SN,,,28003,07,110,5,T0796154,,1,6,A,1,079-07-125,125,,,2,3,20010709,19861001,,441140,4477233,T,,,,,"12, 45"
3827,6_852,20190912,6,852,ALCALA-PLAZA MANUEL BECERRA,,S,,683,,91,41,U,28,079,07901,0790101,00132,Calle,de,Alcalá,N,191,,,28006,04,34,2,,0790101A01,1,1,A,1,079-04-076,76,,,2,3,20010709,19861001,,443279,4475641,T,,,,,"21, 43, 53, 146, N5, N7"
3828,6_861,20190912,6,861,SAGASTA-MANUEL SILVELA,,S,,1228,"Sagasta, 19",93,160,U,28,079,07901,0790101,05315,Calle,de,Sagasta,N,17,,,28004,07,073,073,T0797854,,,6,A,1,079-07-139,139,,559-1,2,3,20010709,19861001,,440802,4475757,T,,,,,21
3829,6_867,20190912,6,867,MQUES.URQUIJO-MARTIN DE LOS HEROS,,S,,1218,"Marqués de Urquijo, 30",,,U,28,079,07901,,03886,Calle,del,Marqués de Urquijo,N,34,,,28008,09,24,2,,,5,6,A,2,079-09-227,227,,,2,3,20010709,19861001,,439035,4475890,T,,,,,21
3830,6_874,20190912,6,874,SAGASTA-MANUEL SILVELA,,S,,1227,"Sagasta, 16",93,160,U,28,079,07901,0790101,05315,Calle,de,Sagasta,N,16,,,28004,01,088,014,T0797878,,,5,A,1,079-01-005,5,,559-1,2,3,20010709,19861001,,440824,4475733,T,,,,,"21, 37, N23"
3831,6_894,20190912,6,894,PZA.DE LEGAZPI-BOLIVAR,,S,,5128,"Pza. de Legazpi, 1 con C/ Maestro Arbos",92,11,U,28,079,07901,0790101,03410,Plaza,de,Legazpi,N,3,,,28045,02,48,4,,0790101A01,,4,A,1,079-02-042,42,,,2,3,20010709,19861001,,441174,4471615,T,,,,,"8, 45"
3832,6_899,20190912,6,899,ALCOCER-LITOS,,S,,1191,"Alcocer, 36",,,U,28,079,07901,0790101,00148,Calle,de,Alcocer,SN,SN,,,28041,17,070,175,T07915593,0790101A01,3,4,A,2,079-17-479,479,,,2,3,20010709,19861001,,440558,4467026,T,,,,,"22, 86, 130, N14"
3833,6_5842,20190912,6,5842,PASEO CHOPERA-PZA.GRAL.MAROTO,,S,,4151,,,,U,28,079,07901,0790101,01642,Paseo,de la,Chopera,N,41,,,28045,02,042,023,T07911574,0790101623,1,4,A,1,079-02-036,36,,559-3,1,0,20081017,20080920,,440786,4471943,T,,,,,62
3834,6_1115,20190912,6,1115,PRINCIPE DE VERGARA-MUSEO DE LA CIUDAD,,S,,2242,"Príncipe de Vergara, 137",93,179,U,28,079,07901,0790101,02511,Calle,del,Príncipe de Vergara,N,139,,,28002,05,009,051,T0795751,0790101364,,1,A,1,079-05-101,101,,559-2,2,3,20010709,19861001,,442560,4477544,T,,,,,"29, 52"
3835,6_785,20190912,6,785,AV.CORDOBA Nº 19,,S,,5703,"Av. de Córdoba, S/N frente C/ Tomelloso",93,130,U,28,079,07901,0790101,01496,Avda,de,Córdoba,N,15,,,28026,12,107,124,T07913244,0790101673,,4,A,1,079-12-325,325,,559-3,2,3,20010709,19861001,,440852,4470868,T,,,,,"18, 22, 59, 76, 79, 85, 86, N13, N14"
3836,6_765,20190912,6,765,AV.CORDOBA-PIEDRABUENA,,S,,5719,"Av de Córdoba frente Nº21,con Tomelloso",93,130,U,28,079,07901,0790101,01496,Avda,de,Córdoba,N,21,,,28026,12,051,124,T07913225,0790101671,,4,A,1,079-12-323,323,,559-3,2,3,20010709,19861001,,440848,4470830,T,,,,,"18, 22, 59, 76, 79, 85, 86, N13, N14"
3837,6_784,20190912,6,784,AVDA.CORDOBA Nº 27,,S,,5702,Av. de Córdoba S/N con C/ Socuellamos,,,U,28,079,07901,0790101,01496,Avda,de,Córdoba,N,25,,,28026,12,107,124,T07913244,0790101673,3,4,A,1,079-12-325,325,,559-3,2,3,20010709,19861001,,440909,4470618,T,,,,,"18, 22, 59, 76, 79, 85, 86, N13, N14"
3838,6_279,20190912,6,279,GTA. SANTA MARIA DE LA CABEZA,,S,,1929,"Gta. Sta María de la Cabeza, 5",,,U,28,079,07901,0790101,01064,Gta,de,Santa María de la Cabeza,N,5,,,28045,02,063,025,T07911133,,,4,A,1,079-02-039,39,,559-3,2,3,20010709,19861001,,440812,4472685,T,,,,,"6, 55, E1, N14"
3839,6_553,20190912,6,553,JOSE SILVA-AGASTIA,,S,,463,"José Silva, 13",,,U,28,079,07901,0790101,03185,Calle,de,José Silva,N,15,,,28043,15,151,156,T0794532,0790101352,4,1,A,2,079-15-401,401,,559-2,2,3,20010709,19861001,,444281,4478653,T,,,,,120
3840,6_1856,20190912,6,1856,PZA.CARDENAL CISNEROS-AERONAUTICA,Con Avda Complutense,S,,1684,Pza Cardenal Cisneros con Av Complut.,,,U,28,079,07901,0790101,07532,Plaza,del,Cardenal Cisneros,N,1,,,28040,09,033,093,T0796032,0790101253,,6,A,2,079-09-220,220,,559-1,2,3,20010709,19861001,,438515,4477073,T,,,,,"82, 132, G, N20, U"
3841,6_1897,20190912,6,1897,GTA. CUATRO CAMINOS,,S,,1566,,91,40,U,28,079,07901,0790101,01600,Gta,de,Cuatro Caminos,N,4,,,28020,06,023,061,T0795584,0790101270,1,6,A,1,079-06-117,117,,559-1,2,3,20010709,19861001,,440385,4477849,T,,,,,64
3842,6_2412,20190912,6,2412,GTA. CUATRO CAMINOS,,S,,2482,"Bravo Murillo, 109",91,40,U,28,079,07901,0790101,01600,Gta,de,Cuatro Caminos,N,4,,,28020,06,023,061,T0795584,0790101270,1,6,A,1,079-06-117,117,,559-1,2,3,20010709,19861001,,440380,4477844,T,,,,,128
3843,6_5276,20190912,6,5276,ARCIPRESTE DE HITA-FERNANDO EL CATOLICO,,S,,3687,,90,14,U,28,079,07901,0790101,00532,Calle,del,Arcipreste de Hita,N,3,,,28015,09,028,092,T0796898,0790101304,5,6,A,1,079-07-136,136,,559-1,2,3,20050328,20050416,,439209,4476391,T,,,,,"1, 44, 62, C2, N21"
3844,6_141,20190912,6,141,STA.ENGRACIA Nº 162,,S,,1420,"Santa Engracia, 164",91,40,U,28,079,07901,0790101,03075,Calle,de,Santa Engracia,N,162,,,28003,07,117,075,T0795699,,,6,A,1,079-07-123,123,,559-1,2,3,20010709,19861001,,440455,4477715,T,,,,,"3, 37, 45, 149, N23"
3845,6_1860,20190912,6,1860,AV.COMPLUTENSE-PARANINFO,,S,,1691,Av. Complutense S/N con Jardín Botánico,,,U,28,079,07901,0790101,08012,Avda,a,Complutense,N,12,,,28040,09,033,093,T0795448,0790101253,5,6,A,2,079-09-219,219,,559-1,2,3,20010709,19861001,,438393,4477912,T,,,,,"82, 132, G, N20, U"
3846,6_1865,20190912,6,1865,AV.COMPLUTENSE-PARANINFO,,S,,1692,Av Complutense con  Profesor Aranguren,,,U,28,079,07901,0790101,08012,Avda,,Complutense,N,5,,,28040,09,033,093,T0795487,0790101253,5,6,A,2,079-09-219,219,,559-1,2,3,20010709,19861001,,438373,4477904,T,,,,,"82, 132, G, N20, U"
3847,6_1858,20190912,6,1858,AV.COMPLUTENSE-MEDICINA,,S,,1687,Av. Complutense S/N (Medicina),92,70,U,28,079,07901,0790101,08012,Avda,,Complutense,N,1,,,28040,09,033,093,T0795967,0790101253,5,6,A,2,079-09-219,219,,559-1,2,3,20010709,19861001,,438456,4477444,T,,,,,"82, 132, G, N20, U"
3848,6_1859,20190912,6,1859,AV.COMPLUTENSE-FARMACIA,,S,,1689,Av. Complutense S/N (Farmacia),,,U,28,079,07901,0790101,08012,Avda,,Complutense,N,3,,,28040,09,033,093,T0795703,0790101253,5,6,A,2,079-09-219,219,,559-1,2,3,20010709,19861001,,438427,4477671,T,,,,,"82, 132, G, U"
3849,6_2269,20190912,6,2269,AV.PTA DE HIERRO-PALACIO MONCLOA,,S,,1334,Av de Puerta de Hierro (Cºs)(P.Moncloa),,,U,28,079,07901,0790101,08014,Avda,de,Puerta de Hierro,N,6,,,28040,09,033,093,T0795487,0790101253,5,6,A,2,079-09-219,219,,559-1,2,3,20010709,19861001,,438043,4477526,T,,,,,"83, 133, 162"
3850,6_2268,20190912,6,2268,AV.PUERTA DE HIERRO-AGRONOMOS,,S,,1332,Av. Puerta de Hierro S/N (Agrónomos),,,U,28,079,07901,0790101,08014,Avda,de,Puerta de Hierro,N,4400,,,28040,09,033,093,T0796078,,,6,A,1,079-09-219,219,,559-1,2,3,20010709,19861001,,438325,4477179,T,,,,,"83, 133, 162"
3851,6_3017,20190912,6,3017,SAN MODESTO-SAN DACIO,,S,,3272,San Modesto con C/ San Dacio,,,U,28,079,07901,0790101,08431,Calle,de,San Modesto,N,20,,,28034,08,108,086,T0791260,0790101068,2,7,A,2,079-08-189,189,,solape,2,3,20010709,19861001,,441703,4481972,T,,,,,135
3852,6_1845,20190912,6,1845,EMBAJADORES-GTA.EMBAJADORES,,S,,2592,"Embajadores, 61",,,U,28,079,07901,0790101,01924,Calle,de los,Embajadores,N,61,,,28012,02,072,026,T07910528,0790101610,1,4,A,1,079-02-030,30,,559-3,2,3,20010709,19861001,,440565,4473070,T,,,,,"60, 78, 148, N17"
3853,6_1261,20190912,6,1261,Pº ACACIAS-GTA.EMBAJADORES,,S,,323,"Pº de las Acacias, 5",,,U,28,079,07901,0790101,00022,Paseo,de las,Acacias,N,5,,,28005,02,023,022,T07910608,0790101610,1,4,A,1,079-02-028,28,,559-3,2,3,20010709,19861001,,440382,4473103,T,,,,,"34, 36, 119, N12, N15"
3854,6_3021,20190912,6,3021,SAN MODESTO-VIRGEN DE ARANZAZU,,S,,3573,San Modesto con C/ Virgen de Aranzazu,,,U,28,079,07901,0790101,08431,Calle,de,San Modesto,N,20,,,28034,08,111,086,T0791257,0790101001,2,7,A,2,079-08-189,189,,559-1,2,3,20010709,19861001,,441627,4481978,T,,,,,135
3855,6_2848,20190912,6,2848,VIRGEN DE ARANZAZU-SAN MODESTO,,S,,3237,Virgen de Aranzazu con C/ San Modesto,,,U,28,079,07901,0790101,10533,Calle,de la,Virgen de Aránzazu,N,1,,,28034,08,111,086,T0791188,0790101068,2,7,A,2,079-08-189,189,,559-1,2,3,20010709,19861001,,441653,4482006,T,,,,,"124, 137, N24"
3856,6_5069,20190912,6,5069,ANA DE AUSTRIA-PRINCIPE CARLOS,,S,,5423,,93,386,U,28,079,07901,0790101,45967,Calle,de,Ana de Austria,N,26,,,28050,16,108,166,T079846,0790101988,,7,A,2,079-16-433,433,,559-2,2,3,20031008,19861001,,444462,4483084,T,,,,,"172, 173, 172SF, N1"
3857,6_6025,20190912,6,6025,MONFORTE DE LEMOS-PASEO CASTELLANA,,S,,1489,,,,U,28,079,07901,0790101,08996,Avda,de,Monforte de Lemos,N,2,,,28029,08,098,085,T0791563,0790101091,1,7,A,2,079-08-199,199,,solape,1,0,20100420,20081007,,441759,4480960,T,,,,,"67, 124, 134, 135, N24"
3858,6_1440,20190912,6,1440,MONFORTE DE LEMOS-Pº CASTELLANA,,S,,4156,"Monforte de Lemos, 2",,,U,28,079,07901,0790101,08996,Avda,de,Monforte de Lemos,N,3,,,28029,08,098,085,T0792042,,,7,A,1,079-08-199,199,,solape,2,3,20010709,19861001,,441754,4480947,T,,,,,147
3859,6_896,20190912,6,896,AV.ANDALUCIA-BOHEMIOS,Frente al nº 42,S,,1174,Av. de Andalucía S/N con C/ Bohemios,,,U,28,079,07901,0790101,00345,Avda,de,Andalucía,N,38,,,28041,17,074,175,T07915820,0790101837,3,4,A,2,079-17-468,468,,559-3,2,3,20010709,19861001,,441238,4467694,T,,,,,"22, 59, 79, 85"
3860,6_1830,20190912,6,1830,AV.ANDALUCIA-ANOETA,,S,,4664,Av. de Andalucía con C/ Anoeta,,,U,28,079,07901,0790101,10748,Calle,de,Anoeta,N,1,,,28041,17,073,175,T07915935,0790101837,,4,A,2,079-17-479,479,,559-3,2,3,20010709,19861001,,441242,4467343,T,,,,,"22, 59, 79, 85"
