Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO DE EDAD;SEXO;LESIVIDAD*
2021S011478;25/06/2021;23:25;CALL. PRINCIPE DE VERGARA / CALL. MALDONADO;-;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Mujer;07
2021S011762;25/06/2021;20:04;CMNO. PERALES;98;USERA;Caída;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;07
2021S011380;25/06/2021;1:10;CALL. BALTASAR SANTOS;2;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;DE 40 A 44 AÑOS;Mujer;07
2021S011553;26/06/2021;21:00;AVDA. INSTITUCION LIBRE DE ENSEÑANZA / CALL. CASTILLO DE UCLES;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 6 A 9 AÑOS;Hombre;
2021S011544;26/06/2021;18:00;CALL. CRUZ / CALL. BARCELONA;-;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;
2021S011535;26/06/2021;13:52;CALL. HORTALEZA;73;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;
2021S011606;26/06/2021;11:12;CALL. FERMIN CABALLERO;89;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 35 A 39 AÑOS;Hombre;07
2021S011494;26/06/2021;1:40;CALL. ALCALA;48;CENTRO;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 25 A 29 AÑOS;Hombre;01
2021S011675;27/06/2021;23:35;CALL. PRINCIPE DE VERGARA; 209A;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Mujer;02
2021S011690;27/06/2021;13:05;CALL. LA ALBERCA;7;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;DE 25 A 29 AÑOS;Hombre;06
2021S011676;27/06/2021;10:30;CALL. LA TABERNERA DEL PUERTO;2;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 60 A 64 AÑOS;Hombre;06
2021S011682;27/06/2021;10:30;CALL. ENCOMIENDA DE PALACIOS;1;MORATALAZ;Caída;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07
2021S011563;27/06/2021;0:00;CALL. JORGE JUAN;38;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Mujer;06
2021S011716;28/06/2021;17:55;PASEO. EMBARCADERO;6;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;DE 10 A 14 AÑOS;Hombre;06
2021S011845;29/06/2021;19:00;CALL. SAN EPIFANIO;5;ARGANZUELA;Colisión fronto-lateral;;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14
2021S011852;30/06/2021;18:50;CALL. PLATANO;32;TETUÁN;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;DE 15 A 17 AÑOS;Hombre;07
2021S011847;30/06/2021;16:45;PASEO. RECOLETOS / CALL. ARMADA ESPAÑOLA;-;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;DE 30 A 34 AÑOS;Hombre;14
